Are you self-employed?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Do you currently have a mental health disorder?,Do you have a family history of mental illness?,Do you have previous employers?,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,Have your previous employers provided mental health benefits?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?",Is your employer primarily a tech company/organization?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Were you aware of the options for mental health care provided by your previous employers?,What country do you work in?,What is your age?,Would you bring up your *mental* health with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,year
0,Yes,No,Yes,0,No,Yes,Yes,0,No,No,,More than 1000,10,Very easy,Not applicable to me,Not applicable to me,1.0,Yes,,United States of America,22.0,Yes,Yes,,2020
0,No,No,No,0,No,Yes,I don't know,0,No,No,,More than 1000,0,I don't know,Not applicable to me,Not applicable to me,1.0,I don't know,,United States of America,31.0,No,No,,2020
0,Yes,Yes,I don't know,1,Yes,Yes,Yes,1,Yes,No,Some did,26-100,9,Neither easy nor difficult,Sometimes,Often,0.0,Yes,I was aware of some,United States of America,59.0,Maybe,Maybe,"No, none of my previous supervisors",2020
0,Yes,No,No,1,,Yes,No,0,No,No,"Yes, they all did",More than 1000,10,Somewhat difficult,Not applicable to me,Not applicable to me,0.0,Yes,I was aware of some,India,30.0,Maybe,No,"No, none of my previous supervisors",2020
0,Yes,Yes,Yes,1,Yes,No,Yes,1,Yes,"Yes, I observed","Yes, they all did",26-100,10,Somewhat easy,Rarely,Often,0.0,Yes,"Yes, I was aware of all of them",United States of America,48.0,Yes,Yes,Some of my previous supervisors,2020
0,I don't know,Don't Know,No,1,No,I don't know,I don't know,1,Possibly,"Yes, I observed","No, none did",More than 1000,2,Somewhat difficult,Sometimes,Sometimes,1.0,Yes,"No, I only became aware later",India,30.0,No,No,"No, none of my previous supervisors",2020
0,No,No,No,1,Yes,No,Yes,0,No,No,"No, none did",More than 1000,0,Neither easy nor difficult,Not applicable to me,Not applicable to me,1.0,Yes,N/A (none offered),Germany,23.0,No,No,"No, none of my previous supervisors",2020
0,No,No,No,0,No,No,Yes,0,No,No,,500-1000,5,Somewhat easy,Not applicable to me,Not applicable to me,0.0,Yes,,United States of America,27.0,No,No,,2020
0,No,Possibly,Yes,1,No,No,I don't know,1,Yes,"Yes, I experienced","No, none did",26-100,2,Somewhat difficult,Sometimes,Often,1.0,I don't know,N/A (none offered),United States of America,53.0,No,No,"No, none of my previous supervisors",2020
0,No,No,No,1,,I don't know,I don't know,0,No,Maybe/Not sure,Some did,500-1000,3,Somewhat easy,Not applicable to me,Not applicable to me,0.0,I don't know,I was aware of some,United States of America,62.0,Maybe,Maybe,Some of my previous supervisors,2020
0,No,Possibly,Yes,1,Yes,I don't know,Yes,1,Possibly,"Yes, I experienced",Some did,More than 1000,9,Difficult,Often,Often,1.0,I don't know,I was aware of some,United States of America,32.0,Maybe,Maybe,Some of my previous supervisors,2020
0,No,No,No,1,No,No,No,1,Yes,No,"No, none did",More than 1000,5,I don't know,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (none offered),India,34.0,Maybe,Maybe,Some of my previous supervisors,2020
0,No,Possibly,Yes,1,No,No,I don't know,0,Possibly,No,Some did,More than 1000,5,Somewhat easy,Rarely,Often,0.0,I don't know,I was aware of some,India,29.0,Maybe,No,"No, none of my previous supervisors",2020
0,I don't know,Don't Know,No,1,,I don't know,I don't know,0,No,No,Some did,More than 1000,8,Neither easy nor difficult,Not applicable to me,Not applicable to me,0.0,I don't know,I was aware of some,India,32.0,Maybe,Yes,"No, none of my previous supervisors",2020
0,No,Don't Know,No,1,No,No,No,0,Possibly,No,Some did,500-1000,6,Somewhat easy,Not applicable to me,Not applicable to me,0.0,Yes,"Yes, I was aware of all of them",Brazil,46.0,Yes,Yes,Some of my previous supervisors,2020
0,No,Yes,Yes,1,,No,No,1,Yes,Maybe/Not sure,"No, none did",More than 1000,10,Very easy,Rarely,Often,1.0,No,N/A (none offered),Netherlands,42.0,Yes,Yes,Some of my previous supervisors,2020
0,No,Possibly,I don't know,1,,No,No,1,Yes,"Yes, I experienced","No, none did",26-100,9,Somewhat difficult,Not applicable to me,Often,1.0,No,N/A (none offered),Ukraine,32.0,Maybe,No,"No, none of my previous supervisors",2020
0,No,Yes,Yes,1,Yes,I don't know,I don't know,1,Yes,Maybe/Not sure,I don't know,More than 1000,10,Very easy,Rarely,Sometimes,0.0,I don't know,N/A (none offered),Iceland,28.0,Maybe,Yes,I don't know,2020
0,Yes,Yes,Yes,1,,I don't know,No,1,Yes,No,I don't know,6-25,10,Very easy,Sometimes,Often,1.0,Yes,N/A (was not aware),United States of America,45.0,Yes,Yes,"No, none of my previous supervisors",2020
0,No,No,No,1,,I don't know,No,1,Possibly,Maybe/Not sure,"No, none did",26-100,8,Somewhat easy,Not applicable to me,Not applicable to me,1.0,Yes,N/A (was not aware),Spain,29.0,No,Maybe,Some of my previous supervisors,2020
0,Yes,Possibly,No,0,Yes,No,Yes,1,Possibly,Maybe/Not sure,,More than 1000,1,I don't know,Sometimes,Often,0.0,I don't know,,Colombia,27.0,No,No,,2020
0,No,Possibly,No,1,,No,No,1,No,No,"No, none did",6-25,10,Very easy,Rarely,Sometimes,1.0,I don't know,N/A (none offered),Netherlands,47.0,No,Yes,"Yes, all of my previous supervisors",2020
0,Yes,Don't Know,I don't know,1,No,Yes,I don't know,0,No,"Yes, I observed",I don't know,100-500,10,Very easy,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (was not aware),Philippines,24.0,Yes,Maybe,"No, none of my previous supervisors",2020
0,No,Yes,Yes,1,Yes,Yes,Yes,1,Don't Know,"Yes, I experienced","Yes, they all did",More than 1000,7,I don't know,Often,Often,0.0,I don't know,I was aware of some,United States of America,32.0,Yes,No,Some of my previous supervisors,2020
0,Yes,No,I don't know,1,Yes,No,Yes,0,Possibly,No,Some did,100-500,8,Somewhat easy,Not applicable to me,Not applicable to me,0.0,I don't know,"No, I only became aware later",United States of America,26.0,Yes,No,Some of my previous supervisors,2020
0,No,Yes,Yes,1,,No,No,1,Yes,"Yes, I observed","No, none did",100-500,9,Very easy,Rarely,Often,0.0,Yes,N/A (none offered),Germany,34.0,No,Yes,Some of my previous supervisors,2020
0,No,No,I don't know,1,No,No,Yes,0,No,"Yes, I experienced",Some did,26-100,7,Somewhat easy,Not applicable to me,Not applicable to me,1.0,I don't know,I was aware of some,United States of America,45.0,Yes,Yes,Some of my previous supervisors,2020
0,Yes,No,No,0,Yes,Yes,Yes,0,No,No,,More than 1000,5,I don't know,Not applicable to me,Not applicable to me,1.0,Yes,,United States of America,21.0,Yes,Maybe,,2020
0,No,No,No,0,No,No,No,0,No,No,,100-500,1,Difficult,Not applicable to me,Not applicable to me,0.0,I don't know,,India,44.0,Yes,No,,2020
0,I don't know,Possibly,No,0,No,Yes,I don't know,0,Possibly,Maybe/Not sure,,More than 1000,8,Neither easy nor difficult,Rarely,Rarely,1.0,I don't know,,India,47.0,Maybe,No,,2020
0,No,Possibly,Yes,1,No,No,Not eligible for coverage / NA,0,Don't Know,No,"No, none did",More than 1000,7,Somewhat easy,Rarely,Rarely,1.0,I don't know,N/A (was not aware),Brazil,40.0,Maybe,Maybe,Some of my previous supervisors,2020
0,I don't know,Don't Know,No,0,No,I don't know,I don't know,0,No,No,,100-500,7,Somewhat easy,Sometimes,Often,0.0,I don't know,,Malaysia,25.0,Maybe,No,,2020
0,Yes,Possibly,Yes,1,Yes,I don't know,Yes,1,Possibly,Maybe/Not sure,I don't know,More than 1000,7,Difficult,Sometimes,Often,1.0,I don't know,N/A (was not aware),United States of America,24.0,Maybe,Maybe,"No, none of my previous supervisors",2020
0,Yes,No,No,1,No,Yes,Yes,0,No,No,"Yes, they all did",More than 1000,5,I don't know,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (was not aware),Indonesia,26.0,Yes,Maybe,I don't know,2020
0,No,Possibly,I don't know,1,,No,No,0,Possibly,Maybe/Not sure,"No, none did",6-25,8,Difficult,Not applicable to me,Not applicable to me,1.0,No,N/A (none offered),South Africa,31.0,No,No,"No, none of my previous supervisors",2020
0,Yes,Possibly,No,1,,No,No,0,No,No,"No, none did",500-1000,4,Somewhat difficult,Rarely,Rarely,1.0,I don't know,"Yes, I was aware of all of them",Poland,26.0,No,No,"No, none of my previous supervisors",2020
0,Yes,No,No,1,No,Yes,I don't know,0,No,No,"No, none did",More than 1000,6,Neither easy nor difficult,Sometimes,Sometimes,0.0,Yes,"No, I only became aware later",India,32.0,Yes,No,"No, none of my previous supervisors",2020
0,Yes,Yes,No,0,No,Yes,I don't know,0,Possibly,Maybe/Not sure,,More than 1000,6,Somewhat difficult,Rarely,Often,0.0,I don't know,,India,33.0,No,No,,2020
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,"Yes, I observed","Yes, they all did",500-1000,9,Somewhat easy,Sometimes,Often,0.0,Yes,"Yes, I was aware of all of them",United States of America,42.0,Maybe,Maybe,Some of my previous supervisors,2020
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe/Not sure,"No, none did",100-500,6,Somewhat easy,Sometimes,Often,1.0,Yes,N/A (was not aware),United Kingdom,46.0,No,Yes,I don't know,2020
0,Yes,Yes,No,1,No,No,Yes,1,Yes,"Yes, I experienced","Yes, they all did",More than 1000,1,I don't know,Rarely,Rarely,1.0,I don't know,"No, I only became aware later",United States of America,30.0,Maybe,Maybe,Some of my previous supervisors,2020
0,Yes,No,I don't know,0,No,Yes,No,1,Yes,Maybe/Not sure,,More than 1000,5,Neither easy nor difficult,Sometimes,Not applicable to me,1.0,I don't know,,India,24.0,No,No,,2020
0,No,Possibly,No,1,No,No,I don't know,0,Possibly,Maybe/Not sure,"No, none did",26-100,4,Somewhat difficult,Rarely,Often,0.0,I don't know,N/A (was not aware),India,42.0,Maybe,Maybe,Some of my previous supervisors,2020
0,No,No,No,0,No,I don't know,I don't know,0,No,No,,More than 1000,5,Neither easy nor difficult,Not applicable to me,Not applicable to me,0.0,I don't know,,India,28.0,Maybe,No,,2020
0,Yes,No,No,1,Yes,Yes,Yes,0,No,Maybe/Not sure,"Yes, they all did",More than 1000,3,Very easy,Not applicable to me,Not applicable to me,1.0,Yes,"Yes, I was aware of all of them",United States of America,27.0,No,No,"No, none of my previous supervisors",2020
0,Yes,Possibly,No,1,No,Yes,Yes,0,Possibly,Maybe/Not sure,Some did,More than 1000,2,Very easy,Rarely,Rarely,0.0,Yes,I was aware of some,United States of America,62.0,Maybe,Yes,Some of my previous supervisors,2020
0,No,No,No,1,No,No,No,1,Don't Know,"Yes, I observed","No, none did",More than 1000,8,Difficult,Not applicable to me,Not applicable to me,0.0,I don't know,N/A (none offered),Turkey,34.0,Maybe,No,Some of my previous supervisors,2020
0,Yes,Yes,No,0,No,No,I don't know,1,Yes,No,,500-1000,8,Very easy,Rarely,Often,1.0,Yes,,Spain,38.0,Yes,Yes,,2020
0,Yes,Yes,Yes,1,,Yes,Not eligible for coverage / NA,1,Yes,No,I don't know,26-100,10,Very easy,Sometimes,Often,1.0,Yes,I was aware of some,Spain,42.0,Maybe,Yes,Some of my previous supervisors,2020
0,Yes,Possibly,No,1,No,Yes,I don't know,0,Possibly,No,Some did,More than 1000,5,Very easy,Not applicable to me,Not applicable to me,1.0,Yes,I was aware of some,United States of America,35.0,No,Maybe,"No, none of my previous supervisors",2020
0,Yes,Possibly,No,1,Yes,Yes,Yes,1,Yes,Maybe/Not sure,I don't know,More than 1000,8,Somewhat easy,Rarely,Sometimes,0.0,Yes,N/A (was not aware),United Kingdom,32.0,Yes,Yes,Some of my previous supervisors,2020
0,No,No,No,0,No,No,No,0,Possibly,No,,26-100,6,Somewhat difficult,Rarely,Often,1.0,I don't know,,United States of America,32.0,Yes,No,,2020
0,No,No,No,1,No,No,No,0,No,Maybe/Not sure,"No, none did",26-100,0,Somewhat easy,Never,Never,1.0,No,"Yes, I was aware of all of them",Sri Lanka,25.0,Maybe,Yes,Some of my previous supervisors,2020
0,Yes,Possibly,No,1,,I don't know,No,0,Possibly,No,"No, none did",More than 1000,3,Very easy,Not applicable to me,Rarely,0.0,I don't know,N/A (none offered),Australia,52.0,No,Yes,Some of my previous supervisors,2020
0,No,Yes,I don't know,0,No,No,No,0,,No,,More than 1000,7,Difficult,Not applicable to me,Never,0.0,No,,France,24.0,Maybe,Yes,,2020
0,No,No,Yes,1,Yes,No,I don't know,1,Yes,"Yes, I experienced",Some did,1-5,1,Neither easy nor difficult,Sometimes,Sometimes,1.0,Yes,"No, I only became aware later",Bangladesh,24.0,Yes,No,Some of my previous supervisors,2020
0,Yes,No,Yes,1,Yes,Yes,Yes,1,Possibly,"Yes, I experienced",I don't know,More than 1000,7,I don't know,Not applicable to me,Not applicable to me,1.0,I don't know,I was aware of some,United States of America,48.0,No,Yes,Some of my previous supervisors,2020
0,Yes,Yes,I don't know,1,Yes,Yes,Yes,1,Yes,"Yes, I observed","No, none did",26-100,7,I don't know,Never,Sometimes,0.0,Yes,"No, I only became aware later",Canada,24.0,No,Maybe,"Yes, all of my previous supervisors",2020
0,No,Don't Know,Yes,1,No,No,I don't know,1,Yes,Maybe/Not sure,Some did,More than 1000,10,Somewhat difficult,Sometimes,Sometimes,1.0,I don't know,I was aware of some,Canada,32.0,Yes,Maybe,"No, none of my previous supervisors",2020
0,No,No,I don't know,1,No,I don't know,Yes,0,No,Maybe/Not sure,I don't know,More than 1000,7,I don't know,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (was not aware),Ireland,21.0,Maybe,No,"No, none of my previous supervisors",2020
0,No,Yes,I don't know,1,No,No,Yes,1,Yes,"Yes, I experienced","No, none did",100-500,1,Difficult,Sometimes,Often,0.0,Yes,N/A (none offered),United States of America,34.0,No,Maybe,"No, none of my previous supervisors",2020
0,No,No,I don't know,1,Yes,I don't know,Yes,0,Don't Know,No,Some did,More than 1000,8,Somewhat easy,Not applicable to me,Not applicable to me,0.0,I don't know,I was aware of some,Canada,25.0,Yes,Maybe,"No, none of my previous supervisors",2020
0,Yes,Yes,Yes,1,No,Yes,Yes,1,Yes,No,Some did,26-100,9,Very easy,Often,Often,1.0,I don't know,I was aware of some,United States of America,39.0,Yes,Yes,Some of my previous supervisors,2020
0,No,No,No,0,No,No,No,0,No,No,,More than 1000,5,Neither easy nor difficult,Often,Not applicable to me,1.0,Yes,,India,25.0,No,No,,2020
0,Yes,Don't Know,No,1,,Yes,I don't know,0,Yes,"Yes, I observed","No, none did",More than 1000,3,I don't know,Sometimes,Rarely,0.0,No,N/A (was not aware),France,28.0,Yes,No,"No, none of my previous supervisors",2020
0,Yes,Possibly,Yes,1,Yes,Yes,Yes,1,Possibly,No,Some did,More than 1000,8,Very easy,Not applicable to me,Not applicable to me,1.0,Yes,"No, I only became aware later",United States of America,39.0,No,Maybe,Some of my previous supervisors,2020
0,No,Don't Know,I don't know,1,No,No,I don't know,0,No,"Yes, I experienced",Some did,500-1000,5,Somewhat easy,Sometimes,Sometimes,0.0,I don't know,"No, I only became aware later",United Kingdom,20.0,Yes,No,"No, none of my previous supervisors",2020
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,"Yes, I observed","No, none did",26-100,3,Difficult,Sometimes,Often,1.0,No,N/A (none offered),United Kingdom,40.0,Yes,No,Some of my previous supervisors,2020
0,I don't know,No,No,1,No,I don't know,I don't know,0,No,"Yes, I observed","No, none did",More than 1000,3,Somewhat easy,Often,Often,1.0,I don't know,N/A (none offered),India,31.0,Maybe,No,"No, none of my previous supervisors",2020
0,No,No,No,0,No,No,No,0,No,No,,More than 1000,9,Somewhat difficult,Sometimes,Often,0.0,No,,United States of America,53.0,No,No,,2020
0,Yes,Possibly,No,1,Yes,Yes,Yes,0,Don't Know,"Yes, I experienced","No, none did",26-100,4,Very easy,Often,Often,1.0,I don't know,N/A (none offered),Philippines,23.0,Maybe,Maybe,I don't know,2020
0,No,Yes,Yes,1,No,I don't know,I don't know,1,Possibly,No,I don't know,100-500,7,Somewhat easy,Sometimes,Often,1.0,I don't know,N/A (was not aware),United States of America,34.0,Maybe,Maybe,"Yes, all of my previous supervisors",2020
0,Yes,Possibly,Yes,1,No,Yes,Yes,1,Possibly,"Yes, I observed",Some did,500-1000,5,Difficult,Rarely,Sometimes,0.0,Yes,I was aware of some,Canada,43.0,No,No,"No, none of my previous supervisors",2020
0,Yes,No,No,1,,No,Not eligible for coverage / NA,0,No,"Yes, I observed","No, none did",500-1000,8,Very easy,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (none offered),Netherlands,37.0,Yes,Yes,"No, none of my previous supervisors",2020
0,No,Possibly,I don't know,1,No,I don't know,I don't know,0,Possibly,No,Some did,26-100,2,Very easy,Not applicable to me,Not applicable to me,1.0,I don't know,"Yes, I was aware of all of them",United States of America,28.0,Yes,Maybe,Some of my previous supervisors,2021
0,Yes,No,No,1,No,Yes,Yes,0,No,"Yes, I observed",Some did,500-1000,10,I don't know,Not applicable to me,Not applicable to me,1.0,Yes,I was aware of some,Brazil,41.0,Maybe,No,"No, none of my previous supervisors",2021
0,No,No,No,1,Yes,I don't know,Yes,0,No,No,"Yes, they all did",100-500,5,Somewhat easy,Not applicable to me,Not applicable to me,1.0,I don't know,"Yes, I was aware of all of them",Brazil,35.0,Maybe,Maybe,"No, none of my previous supervisors",2021
1,,Don't Know,Yes,0,,,,0,Don't Know,Maybe/Not sure,,,1,,Sometimes,Sometimes,,,,Italy,20.0,No,,,2021
0,Yes,No,No,1,No,Yes,Yes,1,Yes,No,"Yes, they all did",More than 1000,8,Difficult,Rarely,Often,0.0,I don't know,"Yes, I was aware of all of them",Canada,35.0,No,No,Some of my previous supervisors,2021
0,No,No,No,1,No,No,No,0,No,Maybe/Not sure,I don't know,6-25,5,Difficult,Not applicable to me,Not applicable to me,1.0,No,N/A (none offered),United States of America,30.0,No,No,"No, none of my previous supervisors",2021
0,Yes,Yes,No,0,Yes,Yes,No,0,,Maybe/Not sure,,More than 1000,8,Somewhat easy,Sometimes,Often,1.0,Yes,,United States of America,34.0,No,Yes,,2021
0,No,Don't Know,I don't know,0,Yes,No,Yes,0,Don't Know,Maybe/Not sure,,More than 1000,4,Very easy,Not applicable to me,Sometimes,0.0,I don't know,,Germany,23.0,No,Maybe,,2021
0,Yes,No,No,0,No,No,No,0,No,"Yes, I observed",,More than 1000,4,Somewhat difficult,Not applicable to me,Often,1.0,No,,India,19.0,No,No,,2021
1,,Yes,Yes,1,,,,1,,No,I don't know,,3,,Sometimes,Sometimes,,,"No, I only became aware later",Belarus,34.0,Maybe,,I don't know,2021
0,Yes,No,No,0,No,Yes,Yes,1,No,Maybe/Not sure,,More than 1000,5,Very easy,Often,Sometimes,0.0,Yes,,Germany,25.0,Maybe,Maybe,,2021
0,No,No,No,1,,No,No,0,No,No,"No, none did",26-100,2,Neither easy nor difficult,Sometimes,Sometimes,1.0,I don't know,N/A (none offered),India,29.0,No,No,"No, none of my previous supervisors",2021
0,No,No,No,0,No,No,No,0,No,"Yes, I experienced",,26-100,8,Somewhat difficult,Not applicable to me,Not applicable to me,0.0,No,,Germany,40.0,No,No,,2021
0,No,No,No,0,Yes,No,No,0,No,No,,100-500,10,Very easy,Not applicable to me,Not applicable to me,1.0,I don't know,,Macedonia,26.0,Maybe,Yes,,2021
0,No,Possibly,Yes,1,No,No,No,0,No,Maybe/Not sure,"No, none did",100-500,7,Somewhat difficult,Not applicable to me,Not applicable to me,1.0,I don't know,N/A (was not aware),Macedonia,25.0,Maybe,No,"No, none of my previous supervisors",2021
0,I don't know,No,No,1,,I don't know,Yes,0,No,No,"No, none did",26-100,6,Very easy,Not applicable to me,Not applicable to me,1.0,Yes,N/A (none offered),Macedonia,24.0,No,No,"No, none of my previous supervisors",2021
0,No,Don't Know,No,0,No,Yes,I don't know,0,No,Maybe/Not sure,,100-500,10,Somewhat easy,Not applicable to me,Rarely,0.0,Yes,,Slovenia,25.0,Maybe,No,,2021
0,No,No,No,0,No,No,No,0,No,"Yes, I observed",,26-100,9,Somewhat easy,Not applicable to me,Not applicable to me,1.0,No,,Albania,22.0,Yes,Maybe,,2021
0,I don't know,No,No,1,No,I don't know,I don't know,0,Don't Know,No,"No, none did",26-100,2,Neither easy nor difficult,Sometimes,Often,1.0,I don't know,N/A (was not aware),Macedonia,27.0,Maybe,Maybe,"No, none of my previous supervisors",2021
0,I don't know,No,No,1,No,Yes,I don't know,0,No,Maybe/Not sure,I don't know,6-25,8,Somewhat easy,Not applicable to me,Not applicable to me,0.0,I don't know,N/A (was not aware),Slovenia,25.0,Maybe,Yes,I don't know,2021
0,No,Possibly,No,1,No,I don't know,Not eligible for coverage / NA,0,Possibly,No,"No, none did",500-1000,2,Difficult,Sometimes,Often,1.0,I don't know,N/A (none offered),Slovenia,25.0,Maybe,No,"No, none of my previous supervisors",2021
0,Yes,No,No,0,No,No,No,0,Possibly,Maybe/Not sure,,1-5,4,Somewhat easy,Rarely,Often,1.0,Yes,,Slovenia,23.0,Yes,Yes,,2021
0,No,Don't Know,No,0,No,No,I don't know,0,No,No,,More than 1000,8,I don't know,Not applicable to me,Not applicable to me,0.0,I don't know,,Slovenia,27.0,Yes,Yes,,2021
0,No,Yes,Yes,1,No,Yes,I don't know,1,Yes,No,Some did,More than 1000,2,Difficult,Sometimes,Often,0.0,Yes,I was aware of some,United States of America,33.0,Maybe,Yes,Some of my previous supervisors,2021
0,No,Possibly,No,0,No,No,Yes,0,Don't Know,No,,More than 1000,5,Somewhat difficult,Rarely,Sometimes,1.0,Yes,,India,22.0,No,No,,2021
