Are you self-employed?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Do you currently have a mental health disorder?,Do you have a family history of mental illness?,Do you have previous employers?,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,Have your previous employers provided mental health benefits?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?",Is your employer primarily a tech company/organization?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Were you aware of the options for mental health care provided by your previous employers?,What country do you live in?,What country do you work in?,What is your age?,Would you bring up your *mental* health with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,year
0,No,Yes,Unknown,1,Yes,Yes,Yes,1,Yes,Maybe,Yes,More than 1000,8,2.0,3,4,0.0,Yes,Partial,United States of America,United States of America,43.0,Maybe,No,Some,2021
1,Unknown,Yes,Yes,1,,Unknown,,1,Yes,Yes,Yes,,0,0.0,2,1,,Unknown,Yes,Indonesia,Indonesia,20.0,Yes,Unknown,Yes,2021
0,No,Yes,Yes,0,No,No,No,1,Yes,Yes,Unknown,100-500,8,2.0,2,4,1.0,Unknown,Unknown,Finland,Finland,21.0,Yes,No,Unknown,2021
0,No,Maybe,Unknown,0,No,No,Yes,1,Unknown,No,Unknown,26-100,8,4.0,3,2,0.0,Unknown,Unknown,United States of America,United States of America,22.0,Yes,Maybe,Unknown,2021
0,No,Maybe,No,0,No,Yes,Yes,0,No,Maybe,Unknown,More than 1000,5,2.0,4,4,1.0,Yes,Unknown,India,India,23.0,No,Maybe,Unknown,2021
0,Yes,No,No,1,,Unknown,No,0,No,No,No,More than 1000,5,1.0,3,4,1.0,Unknown,NA,United States of America,United States of America,34.0,No,No,No,2021
1,Unknown,Unknown,No,0,,Unknown,,0,No,No,Unknown,,4,0.0,2,2,,Unknown,Unknown,Turkey,Turkey,27.0,Yes,Unknown,Unknown,2021
1,Unknown,Yes,Yes,1,,Unknown,,1,Yes,No,Unknown,,10,0.0,2,4,,Unknown,No,Poland,Poland,25.0,Maybe,Unknown,Some,2021
0,Yes,Yes,No,0,Yes,Yes,Yes,1,Yes,Maybe,Unknown,More than 1000,3,2.0,3,4,1.0,Unknown,Unknown,United Kingdom,United Kingdom,21.0,Maybe,Yes,Unknown,2021
0,Yes,Yes,Yes,0,Yes,Yes,Yes,1,Yes,No,Unknown,More than 1000,10,5.0,2,4,1.0,Unknown,Unknown,United States of America,United States of America,49.0,Maybe,Yes,Unknown,2021
0,Unknown,No,No,1,,No,Unknown,0,No,Maybe,Unknown,100-500,4,3.0,4,3,0.0,Unknown,NA,Nigeria,Nigeria,22.0,Maybe,No,No,2021
0,Yes,Yes,Yes,1,Yes,Unknown,Yes,1,Yes,Yes,Yes,More than 1000,6,0.0,4,4,1.0,Unknown,Partial,United States of America,United States of America,35.0,Maybe,Maybe,Some,2021
0,No,Yes,No,1,,No,No,0,Unknown,No,Unknown,1-5,10,5.0,2,3,0.0,Unknown,NA,Bulgaria,Bulgaria,25.0,Yes,Yes,Yes,2021
1,Unknown,Maybe,Yes,1,,Unknown,,0,No,Yes,Unknown,,3,0.0,4,4,,Unknown,NA,India,India,38.0,Maybe,Unknown,No,2021
0,Yes,No,No,1,Yes,Yes,Yes,0,No,No,No,More than 1000,8,5.0,2,4,1.0,Yes,NA,Estonia,Estonia,38.0,Yes,Yes,Some,2021
0,Yes,No,No,0,Yes,Yes,Yes,0,No,No,Unknown,More than 1000,7,3.0,0,0,1.0,Yes,Unknown,India,India,30.0,No,Yes,Unknown,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,Partial,More than 1000,9,0.0,4,4,1.0,Unknown,Partial,United States of America,United States of America,41.0,Maybe,Maybe,Some,2021
0,No,Yes,Unknown,1,No,No,Yes,1,Maybe,Yes,No,26-100,10,2.0,4,4,1.0,Unknown,NA,Colombia,Colombia,36.0,Maybe,Maybe,Some,2021
0,No,Maybe,Unknown,1,Yes,No,Yes,1,Maybe,Maybe,Unknown,26-100,10,1.0,3,4,0.0,Unknown,NA,United States of America,United States of America,23.0,Maybe,No,Some,2021
1,Unknown,Maybe,Yes,1,,Unknown,,1,Maybe,Maybe,No,,10,0.0,2,4,,Unknown,NA,United States of America,United States of America,21.0,Maybe,Unknown,Some,2021
0,No,No,No,1,No,Unknown,Unknown,1,Maybe,No,No,6-25,9,3.0,3,3,0.0,Yes,NA,Netherlands,Netherlands,25.0,Maybe,Maybe,Some,2021
0,No,No,No,1,No,No,No,0,No,No,No,6-25,7,4.0,0,0,1.0,Unknown,NA,Israel,Israel,32.0,No,No,No,2021
0,No,Maybe,Yes,1,,No,Not eligible for coverage / NA,1,Maybe,No,No,26-100,4,2.0,2,3,1.0,Unknown,NA,Israel,Israel,41.0,Yes,No,No,2021
1,Unknown,Yes,Unknown,1,,Unknown,,1,Yes,Yes,No,,7,0.0,3,4,,Unknown,NA,United States of America,United States of America,23.0,Yes,Unknown,No,2021
0,No,Maybe,Yes,1,No,No,No,0,Maybe,Yes,Unknown,100-500,4,3.0,4,4,0.0,No,NA,Canada,Canada,45.0,Maybe,No,Some,2021
0,No,No,No,0,No,No,No,0,No,No,Unknown,More than 1000,3,2.0,3,3,1.0,Yes,Unknown,Bangladesh,Bangladesh,23.0,No,No,Unknown,2021
0,No,No,No,0,No,No,No,0,No,No,Unknown,26-100,10,2.0,0,0,1.0,No,Unknown,India,India,21.0,No,No,Unknown,2021
0,Yes,Maybe,Yes,1,No,Yes,Yes,1,Yes,Maybe,Partial,More than 1000,5,2.0,3,3,0.0,Unknown,Partial,United States of America,United States of America,51.0,Yes,No,No,2021
0,Yes,No,No,0,No,Unknown,Unknown,0,No,No,Unknown,More than 1000,2,5.0,0,0,1.0,Unknown,Unknown,India,India,21.0,Maybe,Maybe,Unknown,2021
0,No,Yes,Yes,1,Yes,No,Yes,1,Yes,No,Partial,100-500,10,5.0,3,4,1.0,Yes,Yes,United States of America,United States of America,38.0,Maybe,No,No,2021
0,No,Yes,No,1,Yes,No,Yes,1,Yes,No,No,26-100,4,2.0,3,4,0.0,Unknown,NA,United States of America,United States of America,31.0,Maybe,Maybe,Some,2021
0,Yes,Maybe,Yes,1,Yes,Yes,Yes,1,Yes,Yes,Unknown,More than 1000,7,4.0,3,4,1.0,Yes,NA,United Kingdom,United Kingdom,24.0,Yes,Yes,Unknown,2021
0,Yes,Yes,Yes,1,Yes,Unknown,Yes,1,No,No,Yes,100-500,9,3.0,1,3,1.0,Yes,Partial,United States of America,United States of America,29.0,No,Yes,No,2021
0,No,Maybe,Unknown,0,No,No,Unknown,1,Maybe,No,Unknown,500-1000,0,2.0,4,4,1.0,Unknown,Unknown,India,India,27.0,Yes,No,Unknown,2021
0,No,Unknown,Unknown,0,No,Unknown,Unknown,1,Unknown,Maybe,Unknown,500-1000,2,0.0,3,3,1.0,Yes,Unknown,United States of America,United States of America,25.0,Maybe,No,Unknown,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,Partial,More than 1000,10,5.0,2,3,1.0,Yes,Partial,United States of America,United States of America,47.0,No,Maybe,No,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,No,More than 1000,8,0.0,3,4,1.0,Yes,NA,United States of America,United States of America,30.0,No,Maybe,No,2021
0,Yes,Yes,Yes,1,No,Unknown,Unknown,1,Yes,Maybe,Partial,More than 1000,9,0.0,3,4,1.0,Yes,Partial,United States of America,United States of America,33.0,Maybe,Yes,No,2021
0,Yes,Maybe,Yes,0,No,No,Yes,1,No,No,Unknown,More than 1000,1,4.0,4,4,1.0,Unknown,Unknown,Australia,Australia,23.0,No,No,Unknown,2021
0,Unknown,Yes,Unknown,1,Yes,Yes,Yes,1,Yes,Maybe,Partial,More than 1000,10,0.0,1,4,1.0,Yes,Partial,United States of America,United States of America,37.0,No,Maybe,No,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,No,Partial,More than 1000,10,4.0,2,3,1.0,Yes,Yes,United States of America,United States of America,30.0,Maybe,Yes,Some,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,Yes,More than 1000,9,0.0,2,4,1.0,Yes,Yes,United States of America,United States of America,36.0,Yes,Yes,Some,2021
0,No,No,Yes,1,No,No,No,0,Maybe,Yes,No,100-500,3,3.0,2,3,1.0,Yes,NA,Greece,Greece,42.0,Yes,Maybe,No,2021
0,No,No,No,0,Yes,Yes,Yes,0,No,Maybe,Unknown,26-100,5,0.0,0,0,1.0,Unknown,Unknown,United States of America,United States of America,40.0,Maybe,Maybe,Unknown,2021
0,Unknown,No,No,0,Yes,No,Unknown,0,No,No,Unknown,More than 1000,8,3.0,3,3,1.0,Unknown,Unknown,China,China,23.0,Maybe,Maybe,Unknown,2021
0,No,Maybe,Yes,1,No,No,Unknown,0,Maybe,Yes,Partial,100-500,8,1.0,3,4,1.0,Unknown,Partial,United States of America,United States of America,45.0,Maybe,Maybe,Some,2021
0,Yes,No,No,1,Yes,Yes,Yes,0,Maybe,No,No,More than 1000,2,4.0,3,4,1.0,Yes,NA,India,India,30.0,Yes,Maybe,Some,2021
0,Yes,No,Yes,1,No,Unknown,Unknown,0,Maybe,Maybe,Unknown,More than 1000,8,5.0,0,0,0.0,Unknown,NA,Germany,Germany,34.0,Maybe,No,No,2021
0,No,Yes,Yes,1,No,No,Unknown,0,Yes,No,Partial,26-100,0,1.0,3,3,0.0,No,Partial,United States of America,United States of America,45.0,Maybe,Maybe,No,2021
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Yes,Yes,100-500,10,5.0,3,4,0.0,Yes,Yes,United States of America,United States of America,30.0,No,Yes,Some,2021
0,No,No,Yes,0,No,Yes,Unknown,0,No,No,Unknown,More than 1000,9,4.0,0,0,0.0,Unknown,Unknown,India,India,22.0,Maybe,No,Unknown,2021
0,No,Unknown,No,1,,No,No,0,No,Yes,No,6-25,9,5.0,0,0,1.0,Unknown,NA,Italy,Italy,28.0,Maybe,Yes,Some,2021
0,No,Maybe,Yes,1,No,No,No,0,Maybe,No,Unknown,More than 1000,8,4.0,3,3,1.0,Unknown,NA,Italy,Italy,37.0,No,No,No,2021
1,Unknown,No,No,0,,Unknown,,0,No,NA,Unknown,,8,0.0,0,0,,Unknown,Unknown,South Africa,South Africa,23.0,Yes,Unknown,Unknown,2021
0,Yes,Yes,Unknown,1,Yes,Yes,Yes,1,Maybe,Yes,No,More than 1000,9,5.0,3,3,0.0,Yes,NA,United States of America,United States of America,35.0,Maybe,Yes,Yes,2021
1,Unknown,No,No,1,,Unknown,,0,No,No,No,,6,0.0,0,0,,Unknown,NA,Netherlands,Netherlands,34.0,Maybe,Unknown,Some,2021
0,Yes,No,No,1,Yes,Yes,Yes,0,No,Maybe,Unknown,6-25,10,5.0,0,0,1.0,Unknown,NA,United States of America,United States of America,46.0,Maybe,Yes,Yes,2021
1,Unknown,Unknown,Yes,1,,Unknown,,0,Unknown,NA,Yes,,8,0.0,0,0,,Unknown,Yes,Germany,Germany,33.0,No,Unknown,No,2021
0,No,Yes,Unknown,1,No,No,No,1,Yes,Yes,No,26-100,6,4.0,3,4,1.0,Unknown,NA,Germany,Germany,33.0,Maybe,Yes,Some,2021
0,Unknown,No,Yes,1,,No,No,0,Maybe,No,No,100-500,6,4.0,0,0,1.0,Unknown,NA,Portugal,Portugal,49.0,Maybe,Maybe,No,2021
1,Unknown,No,No,0,,Unknown,,0,Unknown,NA,Unknown,,0,0.0,0,0,,Unknown,Unknown,Pakistan,Switzerland,28.0,No,Unknown,Unknown,2021
1,Unknown,Unknown,No,0,,Unknown,,0,Unknown,Maybe,Unknown,,3,0.0,3,3,,Unknown,Unknown,India,India,26.0,No,Unknown,Unknown,2021
0,No,Yes,No,1,No,No,Unknown,1,Unknown,Yes,No,26-100,6,2.0,3,3,1.0,No,No,Slovenia,Slovenia,38.0,Yes,Maybe,No,2021
1,Unknown,Yes,Unknown,1,,Unknown,,1,Yes,Yes,No,,4,0.0,3,4,,Unknown,NA,Russia,Russia,23.0,No,Unknown,No,2022
0,No,Yes,Yes,1,No,No,Unknown,1,Yes,Yes,Partial,26-100,8,5.0,3,4,1.0,Unknown,NA,Netherlands,Netherlands,43.0,Yes,Yes,Some,2022
0,Unknown,Maybe,Yes,1,Yes,Unknown,No,1,Yes,Maybe,Partial,26-100,4,4.0,3,3,1.0,Yes,Partial,Sweden,Sweden,38.0,No,Yes,Some,2022
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Yes,Yes,More than 1000,9,0.0,3,4,1.0,Unknown,Partial,United States of America,United States of America,35.0,Maybe,Maybe,Some,2022
0,Yes,Yes,Yes,1,No,Yes,Yes,1,Yes,No,Partial,26-100,10,5.0,2,4,1.0,Yes,Partial,United Kingdom,United Kingdom,33.0,No,Yes,Some,2022
0,No,No,Yes,1,Yes,No,No,1,No,No,Partial,26-100,5,5.0,2,4,1.0,No,Yes,Argentina,Argentina,26.0,No,Yes,Yes,2022
0,No,No,No,1,No,No,Unknown,0,No,Yes,No,26-100,4,3.0,0,0,1.0,Unknown,NA,United States of America,United States of America,29.0,No,No,No,2022
1,Unknown,Yes,No,1,,Unknown,,1,Yes,Yes,Yes,,5,0.0,3,3,,Unknown,Yes,Austria,Austria,45.0,Yes,Unknown,Some,2022
0,Yes,No,No,1,Yes,Yes,Yes,1,No,Yes,Yes,100-500,8,4.0,3,4,1.0,Yes,Partial,France,France,34.0,No,No,Some,2022
1,Unknown,Yes,Unknown,1,,Unknown,,1,Maybe,No,No,,1,0.0,2,4,,Unknown,NA,Canada,Canada,35.0,No,Unknown,No,2022
0,Yes,Maybe,Yes,1,Yes,Yes,Yes,1,No,Yes,No,26-100,4,1.0,3,4,1.0,Unknown,NA,United Kingdom,United Kingdom,20.0,Yes,No,Some,2022
1,Unknown,Unknown,Yes,0,,Unknown,,0,Unknown,No,Unknown,,2,0.0,3,3,,Unknown,Unknown,Bosnia and Herzegovina,South Sudan,34.0,Maybe,Unknown,Unknown,2022
0,No,Yes,Unknown,1,No,No,Yes,1,Yes,No,Unknown,26-100,10,5.0,4,4,1.0,Unknown,No,United States of America,United States of America,32.0,No,Yes,Unknown,2022
0,Yes,No,Unknown,1,Yes,Yes,Yes,1,Yes,Yes,Unknown,More than 1000,5,1.0,1,3,0.0,Unknown,NA,United States of America,United States of America,48.0,No,No,Some,2022
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,Partial,500-1000,7,3.0,3,4,1.0,Yes,Yes,United States of America,United States of America,32.0,No,Maybe,Some,2022
0,Yes,Maybe,Unknown,1,Yes,Yes,Yes,1,Maybe,Maybe,Partial,26-100,7,0.0,0,4,1.0,Unknown,NA,United States of America,United States of America,36.0,Maybe,Maybe,Unknown,2022
0,No,Maybe,No,1,,Yes,No,1,No,Yes,Yes,100-500,7,1.0,2,3,0.0,Yes,Yes,Jordan,Jordan,50.0,Yes,No,Some,2022
0,Yes,Yes,Unknown,0,Yes,Yes,Yes,1,Yes,No,Unknown,100-500,9,3.0,2,4,0.0,Yes,Unknown,United States of America,United States of America,23.0,Maybe,No,Unknown,2022
0,Yes,Yes,Yes,1,No,No,Yes,1,Yes,Maybe,No,100-500,6,2.0,4,4,1.0,No,NA,India,India,25.0,Maybe,No,Some,2022
0,No,No,Unknown,0,No,No,No,0,Maybe,Maybe,Unknown,26-100,4,3.0,2,3,0.0,Unknown,Unknown,Spain,Spain,23.0,Yes,Maybe,Unknown,2022
0,Yes,No,No,1,Yes,Yes,Yes,1,Yes,No,Partial,More than 1000,9,5.0,3,3,0.0,Yes,Partial,Australia,Australia,43.0,Maybe,Yes,Some,2022
1,Unknown,No,No,1,,Unknown,,0,Yes,Yes,No,,7,0.0,0,0,,Unknown,NA,Australia,Australia,53.0,Maybe,Unknown,Some,2022
0,Yes,Maybe,Unknown,1,Yes,Unknown,Yes,0,Maybe,Yes,Partial,100-500,8,1.0,3,2,1.0,Unknown,Partial,Germany,Germany,27.0,No,No,Some,2022
0,No,Unknown,Yes,1,No,Unknown,Unknown,1,Yes,Maybe,Unknown,More than 1000,0,0.0,3,3,1.0,Unknown,NA,United States of America,United States of America,45.0,No,No,No,2022
0,No,Unknown,Unknown,1,Yes,Unknown,Yes,0,Unknown,Maybe,Unknown,More than 1000,0,0.0,0,0,1.0,Unknown,NA,United States of America,United States of America,44.0,No,No,No,2022
0,Unknown,Yes,Yes,1,No,Unknown,Yes,1,Yes,Maybe,No,More than 1000,7,5.0,2,3,1.0,Yes,NA,United Kingdom,United Kingdom,39.0,No,No,Some,2022
0,Yes,Maybe,No,0,No,No,No,0,Maybe,No,Unknown,26-100,2,4.0,3,4,1.0,Yes,Unknown,Brazil,Brazil,23.0,Yes,Yes,Unknown,2022
1,Unknown,Yes,Yes,1,,Unknown,,1,Yes,Yes,Partial,,5,0.0,3,4,,Unknown,Partial,United States of America,United States of America,34.0,No,Unknown,Some,2022
0,Yes,No,No,1,No,No,Yes,1,Yes,No,No,More than 1000,6,5.0,3,3,1.0,Unknown,No,India,India,29.0,Maybe,Maybe,Unknown,2022
1,Unknown,Yes,No,0,,Unknown,,1,Unknown,Maybe,Unknown,,2,0.0,2,3,,Unknown,Unknown,India,India,22.0,Maybe,Unknown,Unknown,2022
0,No,Yes,Unknown,1,No,Yes,Not eligible for coverage / NA,1,Yes,Yes,No,500-1000,3,2.0,3,4,0.0,Unknown,NA,Canada,Canada,30.0,Maybe,Maybe,No,2022
0,Yes,Maybe,Yes,1,Yes,Yes,Yes,1,Yes,No,Yes,More than 1000,5,3.0,3,3,1.0,Yes,Partial,United States of America,United States of America,45.0,No,Maybe,Some,2022
0,Yes,Unknown,Unknown,0,,Yes,Unknown,0,No,No,Unknown,500-1000,10,4.0,0,0,1.0,Unknown,Unknown,Vietnam,United States of America,33.0,Yes,Yes,Unknown,2022
0,No,Maybe,No,1,No,Unknown,No,0,Maybe,Maybe,No,100-500,3,1.0,3,4,1.0,Unknown,NA,Germany,Germany,44.0,No,No,No,2022
0,Yes,Yes,Yes,1,Yes,Yes,Yes,1,Yes,No,Yes,More than 1000,10,5.0,3,4,1.0,Yes,Partial,United States of America,United States of America,50.0,No,Yes,No,2022
0,Yes,Unknown,No,0,Yes,Yes,Yes,0,Unknown,No,Unknown,100-500,6,4.0,0,0,1.0,Yes,Unknown,Russia,Russia,22.0,Yes,Maybe,Unknown,2022
0,No,Yes,Yes,1,No,No,Unknown,1,Yes,Yes,Unknown,More than 1000,1,2.0,3,4,0.0,Unknown,NA,United States of America,United States of America,30.0,Maybe,No,No,2022
0,No,Unknown,Unknown,1,No,No,Yes,1,Maybe,Yes,No,26-100,5,0.0,4,4,1.0,Unknown,NA,United States of America,United States of America,30.0,Yes,No,No,2022
0,Yes,Yes,Unknown,1,Yes,Unknown,Yes,1,Maybe,No,Yes,More than 1000,7,5.0,3,4,1.0,Unknown,Partial,United States of America,United States of America,34.0,No,Maybe,Unknown,2022
1,Unknown,Yes,No,0,,Unknown,,1,Yes,Yes,Unknown,,0,0.0,2,2,,Unknown,Unknown,United States of America,United States of America,34.0,Maybe,Unknown,Unknown,2022
0,No,No,No,1,No,No,Yes,0,No,No,Unknown,26-100,4,4.0,0,0,1.0,Yes,NA,United States of America,United States of America,48.0,Yes,Maybe,Some,2022
0,No,Maybe,No,0,No,No,Not eligible for coverage / NA,0,No,Maybe,Unknown,1-5,5,2.0,3,3,1.0,No,Unknown,India,India,22.0,Maybe,No,Unknown,2022
0,No,No,No,1,No,No,No,0,No,No,No,6-25,10,5.0,3,1,1.0,Yes,NA,Ukraine,Ukraine,38.0,Yes,No,No,2022
1,Unknown,No,Yes,1,,Unknown,,0,No,No,No,,8,0.0,0,0,,Unknown,NA,Germany,Germany,45.0,Maybe,Unknown,Some,2022
0,No,Yes,Yes,1,No,No,No,1,Yes,Yes,No,26-100,10,5.0,3,4,0.0,Unknown,NA,United States of America,United States of America,36.0,No,Yes,No,2022
1,Unknown,No,Unknown,1,,Unknown,,1,Yes,NA,No,,5,0.0,0,0,,Unknown,NA,Belgium,Belgium,65.0,No,Unknown,Unknown,2022
0,No,Unknown,No,1,No,No,No,0,No,Yes,No,100-500,8,2.0,0,0,0.0,Unknown,Partial,Germany,Germany,35.0,Yes,Yes,Some,2022
1,Unknown,Unknown,No,1,,Unknown,,1,Yes,Maybe,Partial,,7,0.0,4,4,,Unknown,Partial,Germany,Germany,41.0,Maybe,Unknown,Yes,2022
0,No,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Maybe,Yes,More than 1000,9,4.0,2,4,0.0,Unknown,Yes,United States of America,United States of America,46.0,Maybe,Yes,Some,2022
0,Unknown,Yes,No,1,No,Unknown,No,0,Yes,Maybe,No,26-100,3,1.0,4,4,1.0,No,Partial,Lithuania,Angola,45.0,No,Maybe,No,2022
1,Unknown,Yes,Yes,1,,Unknown,,1,Yes,Yes,Partial,,8,0.0,3,4,,Unknown,NA,United Kingdom,United Kingdom,36.0,No,Unknown,Some,2022
0,No,Unknown,Unknown,0,Yes,No,No,0,No,Yes,Unknown,6-25,2,1.0,0,0,0.0,No,Unknown,India,United Arab Emirates,29.0,No,No,Unknown,2022
0,No,No,No,1,Yes,No,Yes,0,No,Maybe,No,26-100,9,5.0,3,3,1.0,Yes,NA,India,India,30.0,Maybe,Maybe,Some,2022
1,Unknown,Unknown,Unknown,0,,Unknown,,0,Unknown,NA,Unknown,,3,0.0,4,2,,Unknown,Unknown,Bangladesh,United States of America,29.0,Maybe,Unknown,Unknown,2022
1,Unknown,No,Yes,1,,Unknown,,1,Maybe,Yes,Partial,,10,0.0,0,0,,Unknown,No,Slovenia,Slovenia,39.0,No,Unknown,No,2022
1,Unknown,Maybe,No,1,,Unknown,,1,Yes,Yes,Partial,,6,0.0,3,3,,Unknown,Partial,India,India,22.0,Yes,Unknown,Some,2022
0,No,Yes,Yes,1,Yes,Yes,Yes,1,Yes,No,Partial,More than 1000,10,0.0,2,3,0.0,Unknown,Partial,United States of America,United States of America,47.0,No,Maybe,No,2022
0,Yes,Yes,No,0,No,No,Yes,1,Yes,Maybe,Unknown,100-500,8,1.0,0,4,1.0,Unknown,Unknown,South Africa,South Africa,26.0,Maybe,No,Unknown,2022
0,No,Unknown,No,1,No,No,No,0,No,No,No,26-100,10,0.0,0,0,0.0,Unknown,NA,Somalia,Somalia,38.0,Maybe,Yes,Some,2022
0,Unknown,Yes,Yes,1,Yes,Yes,Yes,1,Yes,Yes,Yes,More than 1000,10,3.0,2,4,0.0,Unknown,No,United States of America,United States of America,49.0,Maybe,Yes,Yes,2022
0,No,No,No,1,No,No,No,0,No,No,No,More than 1000,8,5.0,0,0,0.0,Unknown,NA,Romania,Romania,37.0,Yes,Yes,No,2022
0,No,No,No,1,No,No,Unknown,0,No,Yes,Partial,6-25,8,4.0,0,0,0.0,Unknown,NA,Netherlands,Netherlands,34.0,No,Yes,Some,2022
1,Unknown,Maybe,No,1,,Unknown,,1,Maybe,Yes,Partial,,2,0.0,0,3,,Unknown,No,United States of America,United States of America,43.0,No,Unknown,No,2022
0,Yes,Maybe,Unknown,1,Yes,No,Yes,0,Unknown,No,No,100-500,3,5.0,3,0,1.0,Unknown,NA,France,France,47.0,No,Maybe,No,2022
0,No,No,No,1,No,No,No,0,No,Maybe,No,500-1000,3,2.0,0,0,0.0,Unknown,No,Peru,Peru,33.0,Maybe,Yes,No,2022
0,Yes,No,No,0,,Yes,Not eligible for coverage / NA,0,No,No,Unknown,More than 1000,7,4.0,0,0,1.0,Yes,Unknown,Germany,Germany,21.0,Maybe,Yes,Unknown,2022
0,Yes,No,Yes,1,No,Unknown,Yes,1,Yes,No,Yes,500-1000,7,0.0,2,3,1.0,Unknown,Partial,United States of America,United States of America,59.0,No,Maybe,Some,2022
0,No,No,No,1,No,No,Yes,0,No,Yes,Partial,6-25,6,4.0,0,0,0.0,Yes,Partial,United States of America,United States of America,51.0,No,Yes,No,2022
0,No,No,Yes,1,No,Yes,Yes,0,No,No,Partial,More than 1000,7,0.0,0,0,1.0,Unknown,NA,United States of America,United States of America,60.0,Maybe,Maybe,No,2022
0,No,No,Unknown,1,,No,Not eligible for coverage / NA,0,No,Yes,No,1-5,7,3.0,2,3,1.0,No,NA,Australia,Australia,47.0,Yes,Yes,Some,2022
0,Unknown,Maybe,No,1,Yes,Yes,Yes,1,Maybe,Maybe,Unknown,More than 1000,6,2.0,2,3,1.0,Unknown,Partial,Canada,Canada,56.0,No,No,No,2022
0,Unknown,No,No,0,No,Yes,Unknown,0,No,Maybe,Unknown,500-1000,10,4.0,0,0,0.0,Unknown,Unknown,United States of America,United States of America,40.0,Maybe,Maybe,Unknown,2022
0,No,No,Yes,1,No,No,Unknown,0,No,No,No,6-25,8,4.0,0,0,1.0,Yes,NA,Spain,Spain,38.0,No,Maybe,Some,2022
0,Yes,No,Yes,1,No,Unknown,Yes,0,No,No,Partial,More than 1000,6,5.0,0,0,0.0,Yes,Partial,United States of America,United States of America,50.0,No,Maybe,Unknown,2022
1,Unknown,No,No,0,,Unknown,,0,No,NA,Unknown,,5,0.0,0,0,,Unknown,Unknown,United Kingdom,United Kingdom,20.0,No,Unknown,Unknown,2022
1,Unknown,Unknown,Unknown,1,,Unknown,,0,Unknown,Maybe,Unknown,,9,0.0,0,0,,Unknown,NA,France,France,35.0,Maybe,Unknown,Unknown,2022
0,No,No,Unknown,0,Yes,No,Yes,0,No,Maybe,Unknown,More than 1000,9,3.0,3,4,1.0,Yes,Unknown,Taiwan,Taiwan,29.0,Maybe,Yes,Unknown,2022
1,Unknown,No,No,0,,Unknown,,0,No,Maybe,Unknown,,8,0.0,0,0,,Unknown,Unknown,Canada,Canada,39.0,Maybe,Unknown,Unknown,2022
1,Unknown,No,No,1,,Unknown,,0,No,NA,Unknown,,7,0.0,0,0,,Unknown,NA,New Zealand,New Zealand,49.0,Maybe,Unknown,Unknown,2022
1,Unknown,Unknown,Yes,1,,Unknown,,0,Unknown,Yes,Partial,,8,0.0,0,0,,Unknown,Partial,United States of America,United States of America,45.0,Yes,Unknown,Some,2022
1,Unknown,Unknown,No,1,,Unknown,,0,No,No,Unknown,,5,0.0,0,0,,Unknown,NA,Serbia,Serbia,50.0,Maybe,Unknown,Unknown,2022
0,Yes,Maybe,Unknown,1,Yes,Yes,Yes,0,Maybe,Maybe,No,100-500,8,4.0,0,0,1.0,Yes,NA,Canada,United Kingdom,44.0,No,Yes,No,2022
1,Unknown,No,No,1,,Unknown,,0,No,Yes,No,,0,0.0,0,0,,Unknown,NA,Panama,Panama,59.0,Yes,Unknown,No,2022
0,Yes,No,No,1,,Yes,No,0,No,No,No,26-100,6,3.0,0,0,1.0,Unknown,NA,United Kingdom,United Kingdom,43.0,Maybe,Maybe,Unknown,2022
1,Unknown,Yes,Unknown,1,,Unknown,,1,Yes,Yes,Partial,,2,0.0,3,4,,Unknown,Partial,United States of America,United States of America,42.0,Maybe,Unknown,No,2022
1,Unknown,Unknown,No,1,,Unknown,,0,No,Maybe,No,,7,0.0,0,0,,Unknown,NA,United States of America,United States of America,41.0,Yes,Unknown,No,2022
